,Component_1 (24.982%),Component_2 (7.833%),Component_3 (3.916%),Component_4 (6.497%),Component_5 (2.502%),Component_6 (2.771%),Component_7 (1.387%),Component_8 (2.172%),Component_9 (1.739%),Component_10 (1.422%)
mode_e1,-0.001,0.011,0.045,0.042,-0.033,-0.014,-0.046,-0.024,-0.007,0.03
mode_e2,0.0,0.015,0.036,0.035,-0.022,-0.002,-0.03,-0.01,0.001,0.039
mode_e3,0.0,-0.002,0.06,0.049,-0.054,-0.039,-0.084,-0.051,-0.024,0.016
mode_elec_aff,0.008,0.006,-0.006,-0.011,0.025,-0.017,0.002,-0.035,-0.056,-0.015
mode_elec_aff_add_X,0.012,-0.015,0.008,0.017,0.032,0.002,0.003,-0.02,-0.03,-0.038
mode_elec_aff_add_atom_mass,-0.007,0.028,0.022,0.005,0.006,-0.016,0.005,-0.009,0.032,-0.013
mode_elec_aff_add_atom_rad,0.004,0.016,-0.006,-0.033,0.017,0.001,0.019,-0.04,-0.024,-0.034
mode_elec_aff_add_bp,0.017,-0.025,0.027,-0.014,-0.0,0.024,-0.009,0.001,0.025,-0.016
mode_elec_aff_add_mol_vol,-0.02,0.022,-0.022,-0.02,0.004,-0.013,0.015,-0.025,0.019,-0.012
mode_elec_aff_add_mp,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_elec_aff_add_therm_cond,0.025,-0.004,-0.012,0.017,0.003,-0.008,-0.003,-0.016,0.001,-0.002
mode_elec_aff_add_voro_coord,0.023,0.024,0.022,0.009,-0.021,0.03,0.008,-0.022,-0.017,0.0
mode_elec_aff_mult_X,0.009,-0.008,0.005,0.006,0.027,-0.016,0.001,-0.024,-0.052,-0.02
mode_elec_aff_mult_atom_mass,-0.002,0.019,0.001,-0.016,0.009,-0.024,-0.004,-0.04,-0.043,-0.043
mode_elec_aff_mult_atom_rad,0.005,0.011,-0.01,-0.021,0.022,-0.015,0.001,-0.042,-0.057,-0.021
mode_elec_aff_mult_bp,0.011,0.008,-0.014,-0.023,0.03,-0.011,0.0,-0.038,-0.054,-0.022
mode_elec_aff_mult_mol_vol,-0.002,0.02,-0.018,-0.039,0.031,-0.012,0.006,-0.037,-0.04,-0.017
mode_elec_aff_mult_mp,0.017,0.014,-0.023,-0.024,0.016,-0.014,0.017,-0.033,-0.031,0.008
mode_elec_aff_mult_therm_cond,0.017,0.001,-0.011,0.005,0.018,-0.022,-0.017,-0.035,-0.04,-0.003
mode_elec_aff_mult_voro_coord,0.009,0.012,-0.002,-0.008,-0.006,0.005,0.016,-0.058,-0.072,-0.017
mode_elec_aff_subs_X,-0.001,0.005,-0.009,-0.046,0.022,0.002,0.02,-0.02,-0.029,0.016
mode_elec_aff_subs_atom_mass,0.008,-0.004,-0.036,0.022,-0.023,0.011,-0.005,0.007,0.003,-0.011
mode_elec_aff_subs_atom_rad,0.011,-0.002,-0.013,0.008,0.033,-0.014,0.005,-0.006,-0.039,0.026
mode_elec_aff_subs_bp,-0.02,-0.009,-0.02,0.021,-0.012,0.021,-0.005,-0.012,0.014,0.02
mode_elec_aff_subs_first_ion_en,-0.003,0.006,0.002,-0.02,-0.004,0.018,-0.027,0.031,-0.007,0.015
mode_elec_aff_subs_hfus,0.002,0.007,-0.007,-0.014,0.028,-0.014,-0.01,-0.041,-0.063,-0.02
mode_elec_aff_subs_mol_vol,0.027,0.007,-0.028,0.011,0.021,-0.001,-0.014,-0.015,-0.012,-0.006
mode_elec_aff_subs_mp,-0.032,-0.014,-0.008,0.006,0.016,0.033,-0.007,-0.027,0.003,0.013
mode_elec_aff_subs_polzbl,0.014,-0.009,-0.013,0.029,0.026,-0.008,-0.003,0.003,-0.001,0.008
mode_elec_aff_subs_therm_cond,-0.026,0.011,0.017,0.013,0.007,0.005,0.013,-0.01,-0.006,-0.009
mode_elec_aff_subs_voro_coord,-0.013,-0.016,-0.012,-0.012,0.045,-0.013,-0.024,0.013,0.026,-0.009
mode_first_ion_en,0.019,-0.012,0.008,0.023,-0.002,-0.007,0.016,-0.012,0.016,-0.034
mode_first_ion_en_add_X,0.019,-0.015,0.009,0.026,0.007,-0.002,0.01,-0.013,0.008,-0.042
mode_first_ion_en_add_atom_mass,-0.006,0.028,0.022,0.004,0.007,-0.016,0.006,-0.009,0.032,-0.014
mode_first_ion_en_add_atom_rad,0.018,-0.009,0.01,0.016,-0.004,-0.002,0.019,-0.017,0.02,-0.042
mode_first_ion_en_add_bp,0.017,-0.025,0.027,-0.014,-0.0,0.024,-0.009,0.001,0.025,-0.016
mode_first_ion_en_add_elec_aff,0.02,-0.009,0.006,0.019,0.004,-0.009,0.014,-0.017,0.004,-0.03
mode_first_ion_en_add_mol_vol,-0.016,0.023,-0.024,-0.023,0.008,-0.007,0.024,-0.027,0.022,-0.024
mode_first_ion_en_add_mp,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_first_ion_en_add_therm_cond,0.025,-0.005,-0.011,0.019,0.003,-0.008,-0.003,-0.016,0.003,-0.003
mode_first_ion_en_add_voro_coord,0.023,0.024,0.019,0.013,-0.024,0.025,0.018,-0.033,-0.009,-0.004
mode_first_ion_en_divi_atom_mass,0.015,-0.013,-0.017,0.027,-0.019,0.01,0.011,0.003,0.018,-0.029
mode_first_ion_en_divi_atom_rad,0.021,-0.011,-0.001,0.026,0.014,-0.001,0.019,-0.002,0.013,-0.011
mode_first_ion_en_divi_bp,0.006,0.004,-0.019,0.019,0.009,0.023,0.024,-0.004,0.037,0.008
mode_first_ion_en_divi_hfus,-0.01,0.026,0.014,0.017,0.004,0.015,-0.019,0.0,0.005,0.003
mode_first_ion_en_divi_mol_vol,0.027,0.006,-0.018,0.016,0.017,-0.0,-0.011,-0.024,0.01,0.003
mode_first_ion_en_divi_mp,-0.02,-0.03,0.023,0.029,0.016,0.012,-0.033,-0.034,0.023,0.006
mode_first_ion_en_divi_polzbl,0.016,-0.015,0.0,0.03,0.024,-0.0,0.014,-0.002,0.003,0.004
mode_first_ion_en_divi_therm_cond,-0.016,0.03,-0.014,-0.002,-0.002,-0.01,0.028,-0.015,0.004,-0.017
mode_first_ion_en_divi_voro_coord,-0.001,-0.005,-0.021,-0.019,0.055,-0.001,-0.009,0.01,0.038,-0.041
mode_first_ion_en_mult_X,0.015,-0.023,0.011,0.031,0.016,-0.003,0.004,-0.011,-0.008,-0.034
mode_first_ion_en_mult_atom_mass,-0.005,0.026,0.021,0.003,0.006,-0.018,0.02,-0.005,0.031,-0.016
mode_first_ion_en_mult_atom_rad,0.011,0.019,0.014,-0.006,0.002,-0.0,0.025,-0.034,0.011,-0.051
mode_first_ion_en_mult_bp,0.019,-0.028,0.023,0.002,-0.003,0.005,0.004,-0.009,0.03,-0.017
mode_first_ion_en_mult_elec_aff,0.01,-0.001,-0.001,-0.001,0.022,-0.021,0.005,-0.028,-0.05,-0.01
mode_first_ion_en_mult_mol_vol,-0.017,0.016,-0.021,-0.03,0.012,-0.007,0.029,-0.021,0.023,-0.011
mode_first_ion_en_mult_mp,0.027,-0.005,-0.005,-0.006,-0.023,-0.016,0.011,-0.027,0.015,-0.004
mode_first_ion_en_mult_therm_cond,0.024,-0.007,-0.01,0.021,0.0,-0.014,-0.01,-0.022,-0.001,-0.001
mode_first_ion_en_mult_voro_coord,0.025,0.028,0.015,0.012,-0.02,0.025,0.013,-0.03,-0.011,0.015
mode_first_ion_en_subs_X,0.018,-0.009,0.008,0.015,-0.014,-0.014,0.024,-0.016,0.021,-0.023
mode_first_ion_en_subs_atom_mass,0.008,-0.005,-0.035,0.023,-0.023,0.01,-0.005,0.007,0.003,-0.011
mode_first_ion_en_subs_atom_rad,0.02,-0.013,0.005,0.027,0.003,-0.009,0.015,-0.007,0.012,-0.022
mode_first_ion_en_subs_bp,-0.02,-0.009,-0.02,0.021,-0.012,0.021,-0.005,-0.012,0.014,0.02
mode_first_ion_en_subs_elec_aff,0.017,-0.012,0.012,0.023,-0.001,0.001,0.024,-0.002,0.03,-0.037
mode_first_ion_en_subs_hfus,0.019,-0.012,0.009,0.024,-0.0,-0.005,0.014,-0.013,0.016,-0.035
mode_first_ion_en_subs_mol_vol,0.024,-0.001,-0.019,0.02,0.016,-0.007,-0.014,-0.014,-0.009,-0.005
mode_first_ion_en_subs_mp,-0.032,-0.014,-0.008,0.006,0.016,0.033,-0.007,-0.027,0.003,0.013
mode_first_ion_en_subs_polzbl,0.015,-0.01,-0.011,0.03,0.023,-0.009,-0.002,0.003,0.001,0.007
mode_first_ion_en_subs_therm_cond,-0.025,0.011,0.016,0.013,0.008,0.005,0.014,-0.01,-0.006,-0.01
mode_first_ion_en_subs_voro_coord,-0.002,-0.014,-0.017,-0.008,0.05,-0.009,-0.012,0.02,0.03,-0.023
mode_hfus,0.021,-0.008,0.009,0.01,-0.017,-0.03,0.034,-0.001,-0.001,0.001
mode_hfus_add_X,0.013,-0.021,0.011,0.024,0.025,0.008,0.007,-0.01,-0.008,-0.042
mode_hfus_add_atom_mass,-0.007,0.028,0.022,0.005,0.007,-0.016,0.005,-0.008,0.032,-0.012
mode_hfus_add_atom_rad,0.01,0.018,-0.008,-0.02,0.004,0.009,0.032,-0.023,0.037,-0.04
mode_hfus_add_bp,0.017,-0.025,0.027,-0.014,-0.0,0.024,-0.009,0.001,0.025,-0.016
mode_hfus_add_elec_aff,0.012,0.004,-0.005,-0.009,0.021,-0.019,0.01,-0.03,-0.049,-0.012
mode_hfus_add_first_ion_en,0.02,-0.011,0.008,0.023,-0.002,-0.008,0.017,-0.011,0.016,-0.031
mode_hfus_add_mol_vol,-0.021,0.021,-0.024,-0.017,0.0,-0.014,0.013,-0.023,0.021,-0.012
mode_hfus_add_mp,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_hfus_add_polzbl,0.011,0.042,-0.007,-0.001,-0.012,0.002,-0.023,0.017,0.044,-0.007
mode_hfus_add_therm_cond,0.025,-0.004,-0.012,0.017,0.003,-0.008,-0.003,-0.015,0.002,-0.003
mode_hfus_add_voro_coord,0.024,0.027,0.021,0.007,-0.018,0.032,0.006,-0.017,-0.013,0.005
mode_hfus_divi_atom_mass,0.022,-0.01,-0.011,0.026,-0.031,-0.015,0.013,-0.0,0.007,-0.018
mode_hfus_divi_atom_rad,0.02,-0.01,0.009,0.016,-0.014,-0.031,0.025,-0.0,-0.005,0.004
mode_hfus_divi_bp,0.021,0.002,-0.003,0.012,-0.023,-0.029,0.033,-0.005,-0.002,0.002
mode_hfus_divi_first_ion_en,0.018,-0.009,0.013,0.004,-0.025,-0.033,0.032,-0.004,-0.001,-0.006
mode_hfus_divi_mol_vol,0.027,-0.003,-0.013,0.013,-0.002,-0.014,0.013,-0.012,0.003,0.011
mode_hfus_divi_mp,0.005,-0.012,0.012,0.02,0.03,0.01,0.035,0.016,0.014,-0.002
mode_hfus_divi_polzbl,0.02,-0.012,0.005,0.023,0.003,-0.023,0.021,0.002,-0.005,0.017
mode_hfus_divi_therm_cond,-0.011,0.015,-0.016,-0.021,-0.01,-0.023,0.036,-0.019,0.003,-0.02
mode_hfus_divi_voro_coord,0.007,0.006,-0.031,-0.039,0.05,-0.005,0.014,0.031,0.049,0.013
mode_hfus_mult_X,0.02,-0.013,0.009,0.017,-0.003,-0.025,0.022,-0.002,-0.01,-0.001
mode_hfus_mult_atom_mass,0.006,0.001,0.019,-0.014,-0.0,-0.019,0.062,0.018,0.037,0.003
mode_hfus_mult_atom_rad,0.019,-0.007,0.011,0.002,-0.022,-0.032,0.038,-0.004,0.005,-0.002
mode_hfus_mult_bp,0.021,-0.01,0.009,-0.002,-0.006,-0.02,0.034,0.003,0.014,0.012
mode_hfus_mult_elec_aff,0.014,-0.001,-0.0,-0.001,0.014,-0.026,0.018,-0.01,-0.027,0.016
mode_hfus_mult_first_ion_en,0.021,-0.01,0.009,0.015,-0.012,-0.031,0.028,-0.001,-0.001,0.009
mode_hfus_mult_mol_vol,0.002,-0.006,0.014,-0.01,-0.032,-0.051,0.028,-0.003,0.014,0.001
mode_hfus_mult_mp,0.025,-0.004,-0.001,-0.002,-0.014,-0.022,0.027,-0.008,0.009,0.014
mode_hfus_mult_polzbl,0.006,-0.02,0.011,-0.023,-0.033,-0.035,0.008,-0.012,0.008,0.0
mode_hfus_mult_therm_cond,0.021,-0.007,-0.002,0.017,-0.008,-0.031,-0.008,-0.018,-0.008,0.015
mode_hfus_mult_voro_coord,0.025,-0.001,0.002,0.003,-0.022,0.005,0.045,-0.019,-0.008,0.009
mode_hfus_subs_X,-0.013,-0.034,-0.016,-0.021,-0.02,0.012,0.013,0.015,-0.005,0.003
mode_hfus_subs_atom_mass,0.008,-0.004,-0.036,0.022,-0.024,0.011,-0.005,0.007,0.003,-0.012
mode_hfus_subs_atom_rad,0.018,-0.009,-0.01,0.026,0.019,-0.008,0.018,0.017,0.001,0.024
mode_hfus_subs_bp,-0.02,-0.009,-0.02,0.021,-0.012,0.021,-0.005,-0.012,0.014,0.02
mode_hfus_subs_elec_aff,-0.011,0.007,-0.027,0.009,-0.042,0.004,-0.004,0.032,-0.009,-0.039
mode_hfus_subs_first_ion_en,-0.003,0.003,-0.011,-0.002,-0.033,0.013,-0.032,0.039,-0.004,-0.005
mode_hfus_subs_mol_vol,0.028,0.009,-0.03,0.01,0.02,-0.0,-0.012,-0.013,-0.011,-0.009
mode_hfus_subs_mp,-0.032,-0.014,-0.008,0.006,0.016,0.033,-0.007,-0.027,0.003,0.013
mode_hfus_subs_polzbl,0.014,-0.009,-0.013,0.03,0.024,-0.008,-0.004,0.003,0.0,0.008
mode_hfus_subs_therm_cond,-0.026,0.011,0.017,0.013,0.007,0.005,0.013,-0.01,-0.006,-0.009
mode_hfus_subs_voro_coord,-0.017,-0.025,-0.005,-0.003,0.027,-0.017,-0.025,0.014,0.028,-0.015
mode_is_actinoid,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_alkali,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_alkaline,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_halogen,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_lanthanoid,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_metalloid,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_noble_gas,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_is_transition_metal,0.023,0.034,-0.016,-0.008,0.01,0.01,-0.026,-0.014,0.023,0.059
mode_jv_enp,-0.01,0.007,0.01,0.025,-0.013,0.049,0.052,0.001,-0.011,0.055
mode_max_oxid_s,0.016,-0.005,0.017,0.015,0.005,-0.005,0.004,-0.03,-0.001,-0.024
mode_me1,-0.001,0.011,0.045,0.042,-0.033,-0.014,-0.046,-0.024,-0.007,0.03
mode_me2,0.0,0.015,0.036,0.035,-0.022,-0.002,-0.03,-0.01,0.001,0.039
mode_me3,0.0,-0.002,0.06,0.049,-0.054,-0.039,-0.084,-0.051,-0.024,0.016
mode_min_oxid_s,0.004,0.033,0.008,0.007,-0.012,0.013,-0.045,0.011,-0.024,-0.024
mode_mol_vol,-0.022,0.022,-0.024,-0.016,-0.0,-0.014,0.012,-0.024,0.021,-0.013
mode_mol_vol_add_X,-0.02,0.022,-0.023,-0.017,0.001,-0.012,0.013,-0.024,0.022,-0.015
mode_mol_vol_add_atom_mass,-0.007,0.029,0.019,0.003,0.007,-0.017,0.007,-0.01,0.032,-0.015
mode_mol_vol_add_atom_rad,-0.021,0.023,-0.024,-0.015,0.0,-0.013,0.012,-0.024,0.022,-0.015
mode_mol_vol_add_bp,0.017,-0.025,0.027,-0.014,-0.0,0.024,-0.008,0.001,0.026,-0.016
mode_mol_vol_add_mp,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mol_vol_add_therm_cond,0.024,-0.005,-0.008,0.018,-0.0,-0.01,-0.003,-0.017,0.003,-0.005
mode_mol_vol_add_voro_coord,0.002,0.042,-0.012,-0.009,0.01,0.008,0.025,-0.023,0.034,-0.029
mode_mol_vol_divi_atom_mass,-0.021,-0.021,-0.009,0.014,-0.045,0.003,-0.013,-0.017,0.004,-0.031
mode_mol_vol_divi_atom_rad,-0.025,0.004,-0.016,-0.024,0.003,-0.006,0.011,-0.015,0.021,-0.003
mode_mol_vol_divi_bp,-0.025,0.015,-0.02,-0.002,-0.007,-0.005,0.005,-0.017,0.037,0.02
mode_mol_vol_divi_first_ion_en,-0.025,0.017,-0.019,-0.008,-0.001,-0.005,0.002,-0.009,0.026,-0.008
mode_mol_vol_divi_hfus,-0.017,0.025,-0.009,0.009,-0.002,0.008,-0.01,0.016,0.026,0.021
mode_mol_vol_divi_mp,-0.031,-0.002,-0.001,0.01,-0.004,-0.005,-0.021,-0.025,0.024,0.014
mode_mol_vol_divi_polzbl,-0.004,-0.011,0.008,0.022,0.035,0.007,-0.009,-0.01,0.022,0.001
mode_mol_vol_divi_therm_cond,-0.018,0.031,-0.023,-0.002,-0.006,-0.014,0.024,-0.014,0.012,-0.008
mode_mol_vol_divi_voro_coord,-0.028,-0.002,-0.018,-0.022,0.015,-0.01,-0.008,-0.01,0.021,-0.018
mode_mol_vol_mult_X,-0.018,-0.017,0.014,-0.007,0.016,-0.003,-0.016,-0.026,-0.01,-0.054
mode_mol_vol_mult_atom_mass,-0.012,0.033,-0.005,-0.003,0.007,-0.022,0.011,-0.023,0.02,-0.023
mode_mol_vol_mult_atom_rad,-0.018,0.03,-0.026,-0.01,0.002,-0.014,0.011,-0.025,0.022,-0.017
mode_mol_vol_mult_bp,-0.013,-0.002,0.006,-0.029,0.012,-0.012,0.013,-0.008,0.023,-0.02
mode_mol_vol_mult_mp,0.011,0.007,-0.009,-0.039,-0.003,-0.013,0.049,-0.006,0.035,0.023
mode_mol_vol_mult_therm_cond,0.018,-0.008,0.009,0.022,-0.003,-0.014,0.011,0.002,0.013,0.008
mode_mol_vol_mult_voro_coord,0.012,0.038,0.005,0.012,-0.005,0.037,0.06,-0.001,0.013,0.013
mode_mol_vol_subs_X,-0.023,0.021,-0.024,-0.015,-0.001,-0.014,0.011,-0.023,0.019,-0.01
mode_mol_vol_subs_atom_mass,0.004,-0.006,-0.035,0.023,-0.028,0.011,-0.005,0.008,0.004,-0.01
mode_mol_vol_subs_atom_rad,-0.022,0.02,-0.024,-0.016,-0.001,-0.014,0.011,-0.023,0.02,-0.01
mode_mol_vol_subs_bp,-0.02,-0.009,-0.02,0.021,-0.012,0.021,-0.005,-0.012,0.014,0.019
mode_mol_vol_subs_elec_aff,-0.022,0.021,-0.025,-0.011,-0.004,-0.014,0.009,-0.022,0.022,-0.013
mode_mol_vol_subs_first_ion_en,-0.027,0.016,-0.021,-0.008,-0.007,-0.018,-0.003,-0.018,0.017,-0.002
mode_mol_vol_subs_hfus,-0.022,0.022,-0.023,-0.014,-0.0,-0.014,0.011,-0.024,0.021,-0.013
mode_mol_vol_subs_mp,-0.032,-0.014,-0.008,0.005,0.016,0.033,-0.006,-0.027,0.003,0.013
mode_mol_vol_subs_polzbl,0.005,-0.003,-0.015,0.025,0.023,-0.015,-0.026,-0.005,0.009,0.012
mode_mol_vol_subs_therm_cond,-0.026,0.012,0.013,0.012,0.007,0.004,0.014,-0.011,-0.003,-0.008
mode_mol_vol_subs_voro_coord,-0.031,-0.002,-0.017,-0.017,-0.002,-0.012,0.003,-0.01,0.016,0.003
mode_mop_eg,0.005,-0.021,0.015,0.019,-0.043,-0.021,-0.034,-0.038,-0.049,-0.058
mode_mp,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_add_X,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_add_atom_mass,0.027,-0.001,-0.002,-0.022,-0.015,-0.001,0.009,-0.022,0.019,0.003
mode_mp_add_atom_rad,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_add_therm_cond,0.027,-0.005,-0.002,-0.016,-0.019,-0.004,0.002,-0.028,0.011,-0.006
mode_mp_add_voro_coord,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_divi_atom_mass,0.021,-0.014,-0.013,0.015,-0.04,-0.012,-0.008,-0.018,0.009,-0.028
mode_mp_divi_atom_rad,0.028,-0.006,-0.007,-0.008,-0.02,-0.012,0.005,-0.029,0.011,-0.003
mode_mp_divi_bp,0.025,0.012,-0.017,-0.012,-0.027,-0.018,0.026,-0.025,0.012,-0.001
mode_mp_divi_first_ion_en,0.028,0.0,0.002,-0.024,-0.014,0.004,-0.003,-0.016,0.021,0.012
mode_mp_divi_hfus,0.021,0.048,0.0,-0.013,0.017,0.03,-0.027,-0.008,-0.002,-0.009
mode_mp_divi_mol_vol,0.032,0.007,-0.015,-0.004,-0.013,-0.013,-0.028,-0.043,0.008,0.012
mode_mp_divi_polzbl,0.027,-0.005,-0.014,0.016,-0.006,-0.017,0.004,-0.019,0.006,0.009
mode_mp_divi_therm_cond,-0.0,0.035,-0.008,-0.015,0.004,-0.004,0.058,-0.015,0.014,-0.007
mode_mp_divi_voro_coord,0.018,-0.004,-0.01,-0.022,0.008,-0.014,0.044,0.017,0.051,0.01
mode_mp_mult_X,0.026,-0.009,-0.004,0.0,-0.01,-0.007,0.01,-0.024,0.007,-0.016
mode_mp_mult_atom_mass,0.011,0.015,0.033,-0.004,-0.011,-0.013,0.019,0.005,0.048,0.017
mode_mp_mult_atom_rad,0.028,0.012,0.003,-0.025,-0.01,0.004,0.008,-0.013,0.03,0.022
mode_mp_mult_therm_cond,0.025,-0.009,-0.006,0.018,-0.02,-0.025,-0.021,-0.03,0.0,0.002
mode_mp_mult_voro_coord,0.029,0.019,0.013,-0.006,-0.014,0.024,0.007,-0.018,0.002,0.017
mode_mp_subs_X,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_atom_mass,0.027,-0.004,-0.004,-0.017,-0.018,-0.003,0.004,-0.025,0.012,-0.001
mode_mp_subs_atom_rad,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_bp,0.011,0.012,-0.035,0.011,-0.032,-0.018,0.007,-0.011,0.007,0.013
mode_mp_subs_elec_aff,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_first_ion_en,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_hfus,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_mol_vol,0.027,-0.003,-0.003,-0.019,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_polzbl,0.027,-0.003,-0.003,-0.019,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_mp_subs_therm_cond,0.028,0.001,-0.003,-0.023,-0.013,0.002,0.012,-0.019,0.02,0.008
mode_mp_subs_voro_coord,0.027,-0.003,-0.002,-0.02,-0.017,-0.002,0.006,-0.025,0.014,-0.001
mode_ndunfill,0.013,0.001,0.029,0.014,-0.04,-0.033,-0.07,-0.017,0.014,0.013
mode_ndvalence,-0.004,-0.013,0.023,0.029,0.046,0.012,0.001,0.009,0.017,0.024
mode_nfunfill,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_nfvalence,0.011,0.021,-0.001,-0.017,0.022,0.005,0.019,0.012,0.026,0.012
mode_npunfill,-0.025,-0.042,0.041,0.044,-0.012,-0.022,-0.063,-0.035,0.01,0.002
mode_npvalence,-0.024,-0.04,0.038,0.042,-0.009,-0.021,-0.061,-0.035,0.009,-0.001
mode_nsunfill,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_nsvalence,-0.016,-0.019,-0.005,0.008,-0.034,-0.007,-0.005,-0.015,-0.0,-0.033
mode_op_eg,0.005,-0.021,0.015,0.019,-0.043,-0.021,-0.034,-0.038,-0.049,-0.058
mode_oq_bg,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mode_oq_enp,-0.027,0.002,-0.009,-0.01,0.015,0.017,-0.013,-0.022,-0.014,0.027
mode_polzbl,0.009,0.044,-0.006,0.001,-0.011,0.002,-0.026,0.017,0.04,-0.006
mode_polzbl_add_X,0.01,0.043,-0.002,0.0,-0.006,0.005,-0.018,0.013,0.044,-0.011
mode_polzbl_add_atom_mass,-0.005,0.029,0.022,0.004,0.008,-0.014,0.005,-0.006,0.035,-0.009
mode_polzbl_add_atom_rad,0.009,0.045,-0.005,0.002,-0.007,0.005,-0.02,0.015,0.041,-0.01
mode_polzbl_add_bp,0.017,-0.025,0.027,-0.014,-0.001,0.024,-0.009,0.001,0.025,-0.016
mode_polzbl_add_elec_aff,0.013,0.037,0.001,-0.004,-0.004,0.003,-0.019,0.006,0.048,-0.003
mode_polzbl_add_first_ion_en,0.011,0.031,0.002,-0.003,-0.001,0.003,0.002,-0.017,0.045,-0.027
mode_polzbl_add_mol_vol,-0.017,0.024,-0.02,-0.005,-0.006,-0.017,0.002,-0.021,0.031,-0.023
mode_polzbl_add_mp,0.027,-0.003,-0.002,-0.02,-0.016,-0.001,0.006,-0.024,0.015,-0.0
mode_polzbl_add_therm_cond,0.025,-0.007,-0.006,0.011,-0.009,-0.009,-0.014,-0.023,-0.006,-0.014
mode_polzbl_add_voro_coord,0.025,0.046,0.004,-0.015,0.008,0.025,-0.023,0.003,0.026,0.008
mode_polzbl_divi_atom_mass,0.004,-0.016,-0.026,-0.019,-0.017,0.034,0.009,0.024,0.01,-0.006
mode_polzbl_divi_atom_rad,0.013,0.02,-0.005,-0.003,-0.026,-0.002,-0.035,0.014,0.032,-0.017
mode_polzbl_divi_bp,-0.016,0.032,-0.019,0.011,-0.013,-0.007,-0.006,-0.007,0.025,-0.013
mode_polzbl_divi_first_ion_en,0.005,0.037,-0.009,0.002,-0.017,0.007,-0.033,0.03,0.024,-0.007
mode_polzbl_divi_hfus,-0.005,0.031,-0.009,0.005,-0.003,0.016,-0.022,0.03,0.011,0.01
mode_polzbl_divi_mol_vol,0.023,0.028,0.008,-0.008,-0.016,0.014,-0.047,0.002,0.002,-0.007
mode_polzbl_divi_mp,-0.018,0.012,0.001,0.014,-0.018,0.003,-0.018,0.02,0.027,0.03
mode_polzbl_divi_therm_cond,-0.022,0.02,-0.001,0.013,-0.01,-0.011,0.008,-0.003,0.013,-0.006
mode_polzbl_divi_voro_coord,-0.028,-0.007,-0.003,0.004,-0.031,-0.02,-0.008,-0.004,0.015,-0.019
mode_polzbl_mult_X,0.006,0.008,0.017,0.005,0.008,0.007,-0.024,-0.005,0.004,-0.045
mode_polzbl_mult_atom_mass,-0.0,0.04,0.013,-0.0,0.012,-0.009,0.005,0.01,0.051,0.014
mode_polzbl_mult_atom_rad,0.006,0.055,-0.009,0.002,0.002,0.007,-0.013,0.017,0.041,0.003
mode_polzbl_mult_bp,0.027,0.027,0.004,-0.021,0.0,0.014,-0.022,0.024,0.045,0.024
mode_polzbl_mult_elec_aff,0.006,0.022,-0.012,-0.038,0.015,-0.006,0.004,-0.026,-0.017,0.01
